Team	RPREC	NDCG	CLICKS	DATE
LosPlaylistos	0.176784	0.314632	2.9642	2018-06-1321:20:51
LosPlaylistos	0.094162	0.246916	4.1112	2018-06-1522:31:30
LosPlaylistos	0.182338	0.301889	2.523	2018-06-2120:15:59
LosPlaylistos	0.164292	0.300953	2.8416	2018-06-2318:49:08
LosPlaylistos	0.184328	0.325737	2.4676	2018-06-2418:13:58
LosPlaylistos	0.184648	0.325902	2.456	2018-06-2522:09:26
LosPlaylistos	0.184538	0.331151	2.4804	2018-06-2623:47:13
LosPlaylistos	0.1888	0.337484	2.4354	2018-06-2722:48:14
LosPlaylistos	0.186263	0.337773	2.2976	2018-06-2823:29:01
LosPlaylistos	0.18543	0.338456	2.2186	2018-06-2920:54:26
MIPT_MSU	0.175683	0.360266	2.2278	2018-05-0716:46:00
MIPT_MSU	0.186593	0.3736	2.1528	2018-05-1519:29:05
MIPT_MSU	0.188847	0.377206	2.0932	2018-05-1623:12:18
MIPT_MSU	0.190247	0.380848	2.0048	2018-05-2920:44:13
MIPT_MSU	0.212112	0.376555	1.9642	2018-06-1018:38:44
MIPT_MSU	0.212664	0.378324	1.958	2018-06-1621:52:58
MIPT_MSU	0.214617	0.379568	1.9734	2018-06-2720:49:11
MIPT_MSU	0.21725	0.382961	1.9064	2018-06-2922:03:33
MIPT_MSU	0.217272	0.382961	1.9178	2018-06-3020:18:11
MagicCity	0.032989	0.094593	14.0574	2018-06-0202:48:43
MagicCity	0.044671	0.094593	14.0574	2018-06-0202:48:43
Milo	0.034829	0.100697	13.518	2018-05-2416:17:48
Milo	0.002131	0.008324	48.051399	2018-06-0314:53:18
Milo	0.033572	0.083871	15.5976	2018-06-0421:59:10
Milo	0.077885	0.177983	10.1864	2018-06-0718:51:33
Milo	0.099443	0.19192	9.6558	2018-06-1012:35:11
Milo	0.035807	0.141536	12.4442	2018-06-1117:38:52
Milo	0.097703	0.188734	9.7032	2018-06-1320:46:39
Milo	0.088801	0.16838	16.781799	2018-06-1519:06:03
Milo	0.003191	0.008904	47.540798	2018-06-1822:10:52
Milo	0.099443	0.19192	9.6558	2018-06-2908:27:31
NC	0.169422	0.30067	4.1112	2018-06-1615:58:04
NC	0.169422	0.30067	4.1112	2018-06-1901:08:43
NCTULOUDA	0.094432	0.213773	11.5666	2018-05-1603:26:57
NCTULOUDA	0.067016	0.164935	12.7782	2018-05-1802:42:12
NCTULOUDA	0.096563	0.222085	8.6492	2018-05-2108:16:00
NCTULOUDA	0.115845	0.222085	8.6492	2018-05-2108:16:00
PUC-GatosFugaces	2.7e-05	0.000115	50.641602	2018-05-0918:38:33
PUC-GatosFugaces	0.070744	0.154885	6.6992	2018-05-1422:59:04
PUC-GatosFugaces	0.082405	0.154885	6.6992	2018-05-1422:59:04
PalmasSocialClub	0.125978	0.273425	5.4694	2018-05-2112:56:23
PalmasSocialClub	0.135535	0.289508	4.8074	2018-05-2414:56:11
PalmasSocialClub	0.031658	0.069622	26.7852	2018-05-2613:27:18
PalmasSocialClub	0.044315	0.069622	26.7852	2018-05-2613:27:18
PalmasSocialClub	0.157243	0.289508	4.8074	2018-06-1114:31:05
Pancake	0.033952	0.098868	13.5152	2018-04-3002:15:24
Pancake	0.045641	0.098868	13.5152	2018-04-3002:15:24
Racoon	0.160561	0.336217	3.3252	2018-05-0902:45:05
Racoon	0.160614	0.334195	3.3376	2018-05-1101:04:21
Racoon	0.162333	0.333868	3.349	2018-05-1302:58:11
Racoon	0.172943	0.35615	2.369	2018-05-1500:57:57
Racoon	0.173023	0.356204	2.3572	2018-05-1600:34:18
Racoon	0.172951	0.356152	2.3688	2018-05-1700:30:22
Racoon	0.166647	0.341478	4.2476	2018-05-1800:52:50
Racoon	0.173243	0.356831	2.291	2018-05-2214:39:12
Racoon	0.173216	0.35675	2.2736	2018-05-2400:23:50
Racoon	0.174075	0.358554	2.2884	2018-05-2500:49:34
Racoon	0.173138	0.356599	2.2762	2018-06-0302:43:32
Racoon	0.213289	0.382357	2.0944	2018-06-1100:52:00
Racoon	0.198004	0.35675	2.2736	2018-06-1623:57:02
Racoon	0.209645	0.377118	2.8302	2018-06-2620:15:03
Racoon	0.150443	0.267251	17.138	2018-06-2822:15:48
Racoon	0.215137	0.376417	5.6322	2018-06-2919:46:43
RecTech	0.187262	0.333984	2.4274	2018-06-2116:42:14
RecTech	0.172625	0.324791	3.15	2018-06-2319:34:16
RecTech	0.203078	0.362953	2.9766	2018-06-3015:50:21
RecoRes	0.005038	0.003705	41.307598	2018-06-2013:16:59
RecoRes	0.005038	0.003705	41.3076	2018-06-2013:16:59
RisingWithThorsHammer	0.034846	0.100751	13.5366	2018-05-0214:45:22
RisingWithThorsHammer	0.14168	0.304182	3.4184	2018-05-1422:08:58
RisingWithThorsHammer	0.146269	0.312087	2.7244	2018-06-0413:53:12
RisingWithThorsHammer	0.170379	0.312087	2.7244	2018-06-0413:53:12
RisingWithThorsHammer	0.170379	0.312087	2.7244	2018-06-1608:54:37
RisingWithThorsHammer	0.169555	0.311029	2.779	2018-06-2508:15:44
RisingWithThorsHammer	0.169442	0.311054	2.678	2018-06-2723:53:49
RisingWithThorsHammer	0.168871	0.302038	2.752	2018-06-2915:59:59
RisingWithThorsHammer	0.172744	0.318489	2.3892	2018-06-3021:28:00
STORMtroopers	0.034831	0.1007	13.518	2018-05-0119:19:26
STORMtroopers	0.033265	0.095309	13.6414	2018-05-1113:41:15
STORMtroopers	0.074586	0.160137	7.0884	2018-05-1513:11:34
STORMtroopers	0.085177	0.179141	6.4874	2018-05-1709:00:51
STORMtroopers	0.085177	0.179141	6.4874	2018-05-1813:08:36
STORMtroopers	0.09968	0.217325	4.7278	2018-05-3017:44:28
STORMtroopers	0.116162	0.247755	3.8408	2018-06-0719:08:55
STORMtroopers	0.143881	0.258155	3.6348	2018-06-1022:06:45
STORMtroopers	0.144264	0.258679	3.6354	2018-06-1123:59:14
STORMtroopers	0.14633	0.261667	3.6972	2018-06-1322:37:42
STORMtroopers	0.14633	0.261667	3.6972	2018-06-1420:11:57
STORMtroopers	0.157672	0.287465	3.0732	2018-06-2123:09:49
STORMtroopers	0.158791	0.289857	3.0692	2018-06-2218:44:10
STORMtroopers	0.15937	0.290141	3.0628	2018-06-2321:42:54
STORMtroopers	0.159609	0.290466	3.0362	2018-06-2623:13:37
STORMtroopers	0.160048	0.29312	3.02	2018-06-2723:11:34
ShowMeDaVAE	0.088789	0.200893	9.9924	2018-05-1019:12:06
ShowMeDaVAE	0.107557	0.200893	9.9924	2018-05-1019:12:06
Spopify	0.023013	0.025936	18.5104	2018-07-0108:53:25
SpotifyDummies:)	0.021272	0.049821	15.371	2018-06-2603:27:09
SpotifyDummies:)	0.139364	0.268331	4.2614	2018-06-2900:05:09
TUW-1525567	0.0	3e-06	50.993198	2018-05-1022:42:07
TUW-1525567	0.0	1e-06	50.996201	2018-05-1113:15:01
TUW-1525567	6e-06	6e-06	50.9744	2018-05-1208:21:49
TUW-1525567	0.034831	0.100702	13.518	2018-06-0517:30:22
TUW-1525567	0.046561	0.100702	13.518	2018-06-0517:30:22
TUW-1525567	0.158938	0.294474	4.457	2018-06-1121:45:09
TUW-1525567	0.165687	0.305868	3.5408	2018-06-1207:43:07
TUW-1525567	0.193026	0.351327	2.2048	2018-06-2118:17:55
TUW-1525567	0.164582	0.306289	3.5456	2018-06-2812:25:19
TUW-APP18	0.191737	0.350559	2.5764	2018-06-2909:41:09
TUW-Alpha	0.193026	0.351327	2.2048	2018-06-2922:08:59
TUW-e00828324	0.005589	0.024266	22.9834	2018-05-2222:08:47
TUW-e00828324	0.005221	0.017157	24.7934	2018-05-2410:07:34
TUW-e00828324	0.012122	0.017157	24.7934	2018-05-2410:07:34
TUW-e00828324	0.12096	0.239584	6.1268	2018-06-1913:53:52
TUW-e00828324	0.192645	0.338981	3.2248	2018-06-2518:16:46
TUW-e00828324	0.193783	0.343793	3.2106	2018-06-2719:13:25
TUW-e00828324	0.194219	0.346703	3.2184	2018-06-2821:32:25
TUW-e00828324	0.193734	0.34543	3.2428	2018-06-3011:33:59
TUW-e00828324	0.199245	0.355285	2.6132	2018-07-0111:54:50
TUW-e01429253	0.026143	0.075364	13.4364	2018-05-2317:33:36
TUW-e01429253	0.036332	0.075364	13.4364	2018-05-2317:33:36
TUW-e01429253	0.043002	0.094842	13.5424	2018-06-1715:06:18
TUW-e01429253	0.043784	0.089257	13.832	2018-06-2310:57:59
TUW-mgabr	0.040244	0.087641	14.6132	2018-06-1018:27:27
TUW-mgabr	0.025545	0.066776	14.5356	2018-06-1616:16:38
TUW-mgabr	0.025545	0.066776	14.5356	2018-06-2511:55:40
TUW-mgabr	0.040664	0.081943	14.8358	2018-06-2611:23:09
TUW-mgabr	0.039075	0.078356	15.2818	2018-06-2812:42:43
TUW-mgabr	0.043552	0.087567	13.9756	2018-06-2919:02:15
TabTeam	5e-06	0.000101	50.6394	2018-05-2113:52:05
TabTeam	0.044461	0.098198	12.8114	2018-06-1007:56:54
TabTeam	0.045195	0.098431	12.797	2018-06-1510:25:44
TabTeam	0.107841	0.183901	6.795	2018-06-1710:34:10
TabTeam	0.0035	0.008429	47.7178	2018-06-2209:07:55
TabTeam	0.113835	0.193081	6.6104	2018-06-2508:56:09
TabTeam	0.118044	0.19957	6.4832	2018-06-2620:38:00
TabTeam	0.116735	0.19715	7.4658	2018-06-2907:58:08
Team2Step	5e-05	9e-06	50.977001	2018-06-1316:37:46
Team2Step	0.002207	0.000464	50.009998	2018-06-2119:00:40
Team2Step	0.002207	0.000464	50.01	2018-06-2119:00:40
Team2Step	0.001418	0.00053	50.1964	2018-06-2518:06:32
Team2Step	0.033435	0.047355	27.8522	2018-06-2705:18:16
Team2Step	0.079372	0.150141	12.3592	2018-06-2820:44:20
Team2Step	0.098525	0.179231	9.6382	2018-06-2911:00:15
TeamDropout	0.145311	0.291689	3.6474	2018-06-2811:59:15
TeamFL	0.048415	0.074912	16.266001	2018-06-2200:02:44
TeamFL	0.139003	0.250886	7.0008	2018-06-2300:34:23
TeamFL	0.143858	0.25837	7.4866	2018-06-2323:17:17
TeamFL	0.145129	0.262586	6.8532	2018-06-2500:17:09
TeamFL	0.148995	0.268787	6.3842	2018-06-2523:59:49
TeamFL	0.018087	0.034281	30.5422	2018-06-2700:39:54
TeamFL	0.111004	0.185543	8.7178	2018-06-2723:34:00
TeamFL	0.089094	0.155003	17.6472	2018-06-2823:55:51
TeamFL	0.148995	0.268787	6.3842	2018-06-2923:24:26
TeamLuebeck	0.007305	0.009988	33.931801	2018-06-2012:34:24
TeamLuebeck	0.052819	0.104238	12.2162	2018-06-2719:56:49
TeamRadboud	0.169231	0.352848	2.3238	2018-06-0709:47:30
TeamRadboud	0.194972	0.352848	2.3238	2018-06-0709:47:30
TianxingTianisRich	0.104219	0.304281	3.4668	2018-05-2221:21:57
TianxingTianisRich	0.050164	0.181157	6.306	2018-05-2319:00:19
TianxingTianisRich	0.112886	0.314939	3.0912	2018-05-2422:21:34
TianxingTianisRich	0.17363	0.357121	2.2618	2018-06-0301:59:17
TianxingTianisRich	0.173488	0.356288	2.2492	2018-06-0414:03:47
TianxingTianisRich	0.173165	0.35629	2.323	2018-06-0521:07:58
TianxingTianisRich	0.177596	0.36676	2.134	2018-06-0718:25:41
TianxingTianisRich	0.196385	0.357189	2.079	2018-06-0822:41:48
TianxingTianisRich	0.193894	0.353672	2.1142	2018-06-1421:47:14
TianxingTianisRich	0.208534	0.375386	2.8788	2018-06-2619:53:05
TianxingTianisRich	0.149855	0.266806	17.1464	2018-06-2821:58:46
TianxingTianisRich	0.214933	0.376126	5.6322	2018-06-2919:12:13
TomWang	0.205468	0.369521	2.3398	2018-06-2823:29:57
TomWang	0.202576	0.370467	2.2524	2018-06-2923:46:24
TomWang	0.178597	0.323563	2.9458	2018-06-3020:56:37
Trailmix	0.167071	0.344095	3.1786	2018-05-0600:55:31
Trailmix	0.167102	0.344222	3.152	2018-05-1013:50:09
Trailmix	0.163032	0.337739	3.1512	2018-05-1603:14:29
Trailmix	0.171102	0.352069	2.4454	2018-05-1703:44:12
Trailmix	0.17146	0.351179	2.9042	2018-06-0320:42:45
Trailmix	0.171606	0.352327	2.637	2018-06-0519:42:37
Trailmix	0.169256	0.344084	3.26	2018-06-0800:57:14
Trailmix	0.196264	0.353341	2.3976	2018-06-0822:27:59
Trailmix	0.197885	0.356454	2.4508	2018-06-1921:02:13
Trailmix	0.197454	0.355941	2.4284	2018-06-2222:32:35
Trailmix	0.202135	0.359423	2.3258	2018-06-2323:34:02
Trailmix	0.202641	0.361524	2.3422	2018-06-2523:00:04
Trailmix	0.203399	0.363686	2.3164	2018-06-2623:37:02
Trailmix	0.20393	0.366243	2.3064	2018-06-2721:43:54
Trailmix	0.204039	0.366069	2.3018	2018-06-2823:30:46
Trailmix	0.205212	0.368735	2.3024	2018-06-2923:44:21
Trailmix	0.205719	0.371095	2.271	2018-06-3021:54:13
UCLA259	0.111012	0.208484	5.5338	2018-06-1120:50:02
UCLA259	0.015707	0.054943	25.5366	2018-06-1312:44:13
UCLA259	0.059304	0.20546	6.7128	2018-06-1407:46:24
UEA3YP	0.086443	0.167606	10.3948	2018-05-0803:47:03
UEA3YP	0.071253	0.167606	10.3948	2018-05-0803:47:03`
UnconsciousBias	0.187116	0.333569	4.1186	2018-06-2107:49:04
UnconsciousBias	0.180396	0.321881	4.5272	2018-06-2217:58:54
UnconsciousBias	0.183236	0.324384	3.859	2018-06-2408:02:37
UnconsciousBias	0.149511	0.271449	5.7482	2018-06-2513:23:00
UnconsciousBias	0.179492	0.321857	5.1276	2018-06-2912:35:38
WCMC320	0.001209	0.005286	38.515598	2018-05-1600:28:31
WCMC320	0.006607	0.028097	20.753599	2018-05-1700:26:58
WCMC320	0.013175	0.028097	20.753599	2018-05-1700:26:58
WCMC320	0.013175	0.028097	20.7536	2018-05-1700:26:58
Warriors	0.014323	0.072938	14.4494	2018-05-0705:54:29
Warriors	0.087261	0.226853	5.977	2018-05-1603:58:14
Warriors	0.166243	0.344305	3.357	2018-05-1703:50:02
Warriors	0.166491	0.339836	3.3456	2018-05-1804:41:37
Warriors	0.143657	0.302057	4.2564	2018-05-2006:32:33
Warriors	0.168662	0.347459	3.1532	2018-05-2104:37:08
Warriors	0.16978	0.348236	3.1634	2018-05-2204:30:46
Warriors	0.169401	0.341343	3.2572	2018-05-2303:39:31
Warriors	0.161992	0.339274	3.7452	2018-05-2406:05:16
Warriors	0.175263	0.358349	2.4378	2018-05-2906:24:35
Warriors	0.175405	0.358653	2.4394	2018-06-0506:04:50
Warriors	0.175803	0.357071	2.4262	2018-06-0706:43:23
Warriors	0.199889	0.357071	2.4262	2018-06-0706:43:23
Warriors	0.197738	0.35301	2.6554	2018-06-1206:56:46
Warriors	0.167772	0.285855	3.274	2018-06-1605:29:59
Warriors	0.201404	0.36033	2.354	2018-06-2106:37:24
Warriors	0.198802	0.34016	2.444	2018-06-2206:59:28
Warriors	0.190064	0.344877	2.5404	2018-06-2603:53:35
Warriors	0.201191	0.36143	2.3468	2018-06-2704:49:36
WeirdEight	0.16709	0.344189	3.1526	2018-05-1019:38:12
WeirdEight	0.171701	0.353369	2.3968	2018-05-2102:21:13
WeirdEight	0.196311	0.353369	2.3968	2018-05-2102:21:13
WeirdEight	0.198095	0.356712	2.4756	2018-06-2109:33:13
WeirdEight	0.197454	0.355941	2.4284	2018-06-2222:35:40
WeirdEight	0.175039	0.320256	2.9418	2018-06-2323:37:25
WeirdEight	0.202225	0.359873	2.3266	2018-06-2423:20:30
WeirdEight	0.203214	0.361463	2.319	2018-06-2623:43:18
WeirdEight	0.203555	0.365453	2.313	2018-06-2721:54:12
WeirdEight	0.205304	0.369348	2.3162	2018-06-2823:31:36
WeirdEight	0.20487	0.370149	2.2752	2018-06-2923:45:02
WeirdEight	0.172838	0.318308	2.968	2018-06-3020:51:30
acodersop	0.003379	0.012682	39.5406	2018-05-0913:41:04
acodersop	0.00667	0.024574	27.810801	2018-05-1014:49:56
acodersop	0.136359	0.27705	4.2048	2018-05-2113:46:21
acodersop	0.158576	0.27705	4.2048	2018-05-2113:46:21
bjut-newhand	0.059257	0.219296	5.8374	2018-06-0201:17:35
bjut-newhand	0.083469	0.219296	5.8374	2018-06-0201:17:35
blackfly	0.164059	0.338314	3.2732	2018-05-3015:40:20
blackfly	0.13217	0.303269	3.4464	2018-06-0415:41:15
blackfly	0.148655	0.310043	3.8818	2018-06-0522:02:16
blackfly	0.170952	0.310043	3.8818	2018-06-0522:02:16
cocoplaya	0.097731	0.230466	6.6786	2018-05-0613:54:59
cocoplaya	0.112978	0.263298	3.7504	2018-05-1121:09:14
cocoplaya	0.0	6e-06	50.991199	2018-05-1400:02:12
cocoplaya	0.112893	0.262892	3.8006	2018-05-1419:19:56
cocoplaya	0.113699	0.263334	3.7884	2018-05-1518:28:04
cocoplaya	0.010957	0.063984	27.2666	2018-05-1614:47:14
cocoplaya	0.134904	0.304209	2.5408	2018-05-1714:56:17
cocoplaya	0.139707	0.310759	2.4676	2018-05-1821:11:00
cocoplaya	0.141471	0.312564	2.3902	2018-05-2013:35:21
cocoplaya	0.142676	0.315095	2.3604	2018-05-2411:51:43
cocoplaya	0.164235	0.344686	2.2264	2018-06-0322:18:10
cocoplaya	0.146402	0.319729	2.4092	2018-06-0511:48:44
cocoplaya	0.140843	0.308362	2.5778	2018-06-0712:22:24
cocoplaya	0.178529	0.330236	2.2982	2018-06-1022:01:57
cocoplaya	0.186681	0.340357	2.1994	2018-06-1119:46:40
cocoplaya	0.186323	0.341174	2.2196	2018-06-1322:25:25
cocoplaya	0.187564	0.341301	2.1012	2018-06-1614:02:38
cocoplaya	0.192724	0.349148	2.0332	2018-06-2121:00:50
cocoplaya	0.192282	0.349336	2.0682	2018-06-2214:38:33
cocoplaya	0.202016	0.364914	1.9982	2018-06-2500:56:56
cocoplaya	0.191035	0.347286	2.0412	2018-06-2600:17:21
cocoplaya	0.201934	0.364255	2.0024	2018-06-2619:16:46
cocoplaya	0.199744	0.361803	1.9426	2018-06-2721:43:11
cocoplaya	0.204801	0.367427	1.9034	2018-06-2822:12:06
cocoplaya	0.201172	0.363146	1.926	2018-06-2921:13:55
cocoplaya	0.202148	0.365989	1.8852	2018-06-3012:42:56
cocoplaya	0.201018	0.363735	1.9012	2018-06-3022:20:24
cocoplaya	0.202148	0.365989	1.8852	2018-07-0101:59:31
dchen	0.034829	0.100697	13.518	2018-05-2103:55:54
dchen	0.005254	0.015381	42.229198	2018-05-2201:52:39
dchen	0.085468	0.163445	7.5562	2018-05-2303:43:40
dchen	0.106966	0.230608	4.9956	2018-05-2606:36:05
dchen	0.123221	0.230608	4.9956	2018-05-2606:36:05
dchen	0.14148	0.274211	4.2388	2018-07-0109:41:48
diblois	0.046561	0.100699	13.518	2018-06-1315:14:35
diblois	0.044218	0.098048	14.1866	2018-06-1623:48:30
diblois	0.03882	0.086783	15.8394	2018-06-2113:19:10
diblois	0.017423	0.033827	32.085999	2018-06-2221:58:54
diblois	0.039511	0.089919	14.925	2018-06-2521:05:02
diblois	0.036	0.087148	16.434601	2018-06-2620:32:19
diblois	0.036	0.087148	16.4346	2018-06-2620:32:19
dminers	0.034478	0.100253	14.341	2018-05-2203:13:22
dminers	0.038306	0.107126	14.153	2018-06-0222:03:14
dminers	0.177589	0.313737	3.689	2018-06-1001:30:44
dminers	0.175621	0.312813	3.6888	2018-06-1200:27:29
dminers	0.073831	0.146455	7.8966	2018-06-1400:53:50
dminers	0.196649	0.351775	2.8204	2018-06-1500:22:45
dminers	0.197571	0.355777	2.6748	2018-06-1917:39:16
dminers	0.204731	0.364772	2.2162	2018-06-2400:43:36
dminers	0.201531	0.360647	2.2526	2018-06-2500:06:00
dminers	0.20505	0.365124	2.1704	2018-06-2616:38:56
dminers	0.201992	0.360402	2.7876	2018-06-2800:47:00
dminers	0.206643	0.368379	2.125	2018-06-2900:45:58
dminers	0.206666	0.367779	2.032	2018-06-3000:53:29
dminers	0.176137	0.308599	9.467	2018-06-3022:13:23
glawardes	0.132146	0.286317	4.7394	2018-05-0222:24:20
glawardes	0.139346	0.301813	4.4488	2018-05-1409:15:41
glawardes	0.096146	0.219805	6.3276	2018-05-1600:34:20
glawardes	0.139346	0.301813	4.4488	2018-05-1608:00:01
glawardes	0.161671	0.301813	4.4488	2018-05-1608:00:01
helloworld!	0.167803	0.34345	2.5776	2018-05-2105:27:34
helloworld!	0.177617	0.363139	2.2852	2018-05-2222:27:10
helloworld!	0.175078	0.356667	2.6406	2018-05-2413:28:44
helloworld!	0.178084	0.364503	2.1306	2018-05-2800:36:14
helloworld!	0.177716	0.365195	2.0604	2018-06-0500:42:17
helloworld!	0.184476	0.375121	2.0744	2018-06-0800:05:25
helloworld!	0.211691	0.376125	2.0412	2018-06-1000:54:00
helloworld!	0.213551	0.378963	2.1414	2018-06-1300:33:04
helloworld!	0.212356	0.37851	2.0396	2018-06-1700:31:37
helloworld!	0.22299	0.392785	2.0136	2018-06-2509:34:31
helloworld!	0.22299	0.392785	2.0136	2018-06-2609:56:01
helloworld!	0.223512	0.393723	2.0038	2018-06-2707:47:05
helloworld!	0.221272	0.390726	1.9118	2018-06-2921:05:41
helloworld!	0.22403	0.394371	1.9276	2018-06-3014:45:07
hims	0.16026	0.335656	3.3246	2018-05-0902:34:44
hims	0.163469	0.332238	3.3864	2018-05-1121:04:59
hims	0.163178	0.33673	3.2974	2018-05-1320:10:09
hims	0.173418	0.355792	2.3432	2018-05-1521:37:05
hims	0.173418	0.355792	2.3432	2018-05-1700:19:07
hims	0.171322	0.351091	2.6154	2018-05-1900:10:29
hims	0.172173	0.354838	2.3892	2018-05-1921:44:40
hims	0.17317	0.355239	2.3498	2018-05-2200:37:24
hims	0.007534	0.019601	47.124802	2018-05-3100:09:32
hims	0.173344	0.355486	2.3454	2018-06-0413:53:48
hims	0.198267	0.355486	2.3454	2018-06-0413:53:48
hims	0.191739	0.344691	3.1792	2018-06-2619:57:16
hims	0.150882	0.267486	17.134399	2018-06-2822:09:09
hims	0.214827	0.376388	5.639	2018-06-2919:44:57
hitech1414	0.070557	0.137111	14.0584	2018-06-2218:00:35
hitech1414	0.068617	0.13222	14.8566	2018-06-3019:01:08
insightify	0.005392	0.011712	41.046398	2018-05-2813:41:17
insightify	0.141802	0.2939	6.2988	2018-06-0522:01:57
insightify	0.132633	0.287129	6.8734	2018-06-0723:41:08
insightify	0.019221	0.013393	37.483601	2018-06-1018:56:57
insightify	0.015905	0.011712	41.046398	2018-06-1101:30:20
insightify	0.008703	0.020832	42.406399	2018-06-1422:04:05
insightify	0.004843	0.010746	46.875999	2018-06-1802:07:33
insightify	0.018999	0.013011	35.785599	2018-06-2423:37:41
insightify	0.03895	0.034054	25.526199	2018-06-2522:24:57
insightify	0.019803	0.020149	35.035999	2018-06-2621:09:16
insightify	0.16477	0.2939	6.2988	2018-06-2721:39:23
jtrs	0.000938	0.003705	41.307598	2018-05-0223:04:48
jtrs	0.001758	0.007037	37.6758	2018-06-0719:45:11
jtrs	0.044583	0.094126	14.7452	2018-06-1013:16:23
jtrs	0.103777	0.161483	6.5448	2018-06-1600:54:10
minrva	0.056733	0.085486	14.0374	2018-06-1409:35:33
mpac	0.00636	0.026923	27.597601	2018-05-0809:35:50
mpac	0.006208	0.025901	28.253	2018-05-1009:45:16
mpac	0.159245	0.33208	3.4344	2018-05-1312:48:51
mpac	0.157749	0.329307	3.4294	2018-05-1508:43:28
mpac	0.15752	0.328955	3.2474	2018-05-2116:27:31
mpac	0.159245	0.33208	3.4344	2018-06-0315:26:33
mpac	0.182823	0.33208	3.4344	2018-06-0315:26:33
mpac	0.174228	0.314942	4.5256	2018-06-1605:58:27
mpac	0.180435	0.327964	3.5718	2018-06-2110:59:32
mpac	0.195846	0.347775	3.4814	2018-06-2210:00:26
mpac	0.195809	0.348214	3.48	2018-06-2306:58:56
mpac	0.197422	0.350311	3.478	2018-06-2410:04:27
mpac	0.198524	0.352186	3.4472	2018-06-2511:57:15
mpac	0.196626	0.347818	4.2416	2018-06-3005:22:04
popularitymatters	0.046561	0.1007	13.518	2018-06-1815:59:48
sam	0.000997	0.003814	44.122398	2018-06-0418:43:09
sam	0.005809	0.006103	38.090599	2018-06-0806:13:17
sam	0.179987	0.325596	4.2214	2018-06-1200:52:36
sam	0.187496	0.336066	3.3894	2018-06-1401:58:48
sam	0.005809	0.006103	38.090599	2018-06-2200:40:00
sam	0.005809	0.006103	38.0906	2018-06-2200:40:00
sok	0.000938	0.003705	41.307598	2018-05-0321:24:46
sok	0.005038	0.003705	41.307598	2018-05-0321:24:46
sok	0.005038	0.003705	41.3076	2018-05-0321:24:46
songscuncert	0.174063	0.310039	3.3512	2018-06-1412:45:13
strawberry	0.001571	0.00058	49.23	2018-06-2721:56:10
team_acp	7.9e-05	0.000301	50.192001	2018-06-0117:03:47
team_acp	0.001471	0.000301	50.192001	2018-06-0117:03:47
team_acp	0.001471	0.000301	50.192	2018-06-0117:03:47
teamrozik	0.163647	0.29669	5.0054	2018-06-1520:51:34
teamrozik	0.163438	0.305202	3.6902	2018-06-2115:30:57
teamrozik	0.177537	0.317471	3.5766	2018-06-2214:08:16
teamrozik	0.185258	0.322927	3.5238	2018-06-2314:35:20
teamrozik	0.186274	0.324322	3.4722	2018-06-2417:35:58
teamrozik	0.193784	0.348328	2.9564	2018-06-2609:52:38
teamrozik	0.198035	0.357447	2.228	2018-06-2820:18:49
teamrozik	0.19927	0.359575	2.2112	2018-06-2921:04:21
teamrozik	0.140328	0.256296	6.873	2018-06-3011:27:50
ucl-msc	0.000426	1.9e-05	50.9328	2018-06-3013:01:32
vl6	0.159984	0.340803	2.8214	2018-05-0901:46:33
vl6	0.172798	0.356191	2.7584	2018-05-1019:23:00
vl6	0.181132	0.369756	2.7186	2018-05-1119:24:01
vl6	0.169174	0.34904	2.8848	2018-05-1300:54:39
vl6	0.181731	0.369353	2.7704	2018-05-1323:26:04
vl6	0.181018	0.368748	2.6694	2018-05-1420:07:29
vl6	0.183847	0.374183	2.3522	2018-05-1519:38:02
vl6	0.184443	0.374467	2.2724	2018-05-1618:04:30
vl6	0.184047	0.374544	2.2738	2018-05-2301:40:51
vl6	0.183888	0.374542	2.2944	2018-05-2500:24:26
vl6	0.187906	0.379806	2.0258	2018-05-3021:33:06
vl6	0.189734	0.382052	2.0124	2018-06-0414:04:11
vl6	0.191566	0.384675	1.9064	2018-06-0521:50:45
vl6	0.193694	0.388974	1.8872	2018-06-0723:31:45
vl6	0.219999	0.390616	1.8836	2018-06-1019:44:59
vl6	0.22133	0.391811	1.8676	2018-06-1121:42:34
vl6	0.222745	0.393305	1.8462	2018-06-1319:11:07
vl6	0.223347	0.394882	1.8284	2018-06-1700:47:26
vl6	0.224441	0.395605	1.8426	2018-06-2122:19:10
vl6	0.223644	0.395302	1.8168	2018-06-2223:52:39
vl6	0.223613	0.394831	1.8338	2018-06-2423:44:15
vl6	0.223051	0.394261	1.8338	2018-06-2520:41:24
vl6	0.223798	0.395296	1.828	2018-06-2622:40:46
vl6	0.223917	0.395589	1.8316	2018-06-2800:17:24
vl6	0.223987	0.39501	1.8366	2018-06-2900:44:18
vl6	0.224565	0.395932	1.822	2018-06-2920:14:51
風立ちぬ	0.114134	0.267353	5.3422	2018-05-0708:16:43
風立ちぬ	0.120444	0.279203	3.5426	2018-05-1312:51:05
風立ちぬ	0.134407	0.279188	4.0614	2018-05-1408:48:00
風立ちぬ	0.140166	0.299432	2.8866	2018-05-1601:01:13
風立ちぬ	0.151398	0.326342	2.2294	2018-05-1702:26:25
風立ちぬ	0.150943	0.321804	3.0502	2018-05-1803:04:30
